id,title,previous_status,rescue_status,message,rescue_class,rescue_wolfram_candidate,canonical_equation
ID11097,Phone2 Category Type Theory Filtration Table,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11097"", <|""canonical"" -> ""filtration = Table["", ""rescueClass"" -> ""hard_fragment""|>]",filtration = Table[
ID11100,Phone2 Category Type Theory persistenceLandscape Table,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11100"", <|""canonical"" -> ""persistenceLandscape = Table["", ""rescueClass"" -> ""hard_fragment""|>]",persistenceLandscape = Table[
ID11104,Phone2 Category Type Theory QuantumNeuralMeasurementProtocol Module,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11104"", <|""canonical"" -> ""QuantumNeuralMeasurementProtocol := Module["", ""rescueClass"" -> ""hard_fragment""|>]",QuantumNeuralMeasurementProtocol := Module[
ID11105,Phone2 Category Type Theory povmMeasurement CompiledFunction,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11105"", <|""canonical"" -> ""povmMeasurement = CompiledFunction["", ""rescueClass"" -> ""hard_fragment""|>]",povmMeasurement = CompiledFunction[
ID11106,Phone2 Category Type Theory Π Table,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11106"", <|""canonical"" -> ""Π = Table["", ""rescueClass"" -> ""hard_fragment""|>]",Π = Table[
ID11107,Phone2 Category Type Theory sphereState Normalize,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11107"", <|""canonical"" -> ""sphereState = Normalize["", ""rescueClass"" -> ""hard_fragment""|>]",sphereState = Normalize[
ID11109,Phone2 Category Type Theory Probabilities Table,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11109"", <|""canonical"" -> ""probabilities = Table["", ""rescueClass"" -> ""hard_fragment""|>]",probabilities = Table[
ID11110,Phone2 Category Type Theory classicalShadow Module,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11110"", <|""canonical"" -> ""classicalShadow = Module["", ""rescueClass"" -> ""hard_fragment""|>]",classicalShadow = Module[
ID11111,Phone2 Category Type Theory randomMeasurements RandomChoice,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11111"", <|""canonical"" -> ""randomMeasurements = RandomChoice["", ""rescueClass"" -> ""hard_fragment""|>]",randomMeasurements = RandomChoice[
ID11112,Phone2 Category Type Theory Outcomes Map,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11112"", <|""canonical"" -> ""outcomes = Map["", ""rescueClass"" -> ""hard_fragment""|>]",outcomes = Map[
ID11114,Phone2 Category Type Theory Result RandomChoice,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11114"", <|""canonical"" -> ""result = RandomChoice["", ""rescueClass"" -> ""hard_fragment""|>]",result = RandomChoice[
ID11116,Phone2 Category Type Theory Weights Abs Eigenvectors Measurement,wolfram_needs_cleanup,wolfram_cleanup_equation_parse_verified,cleanup candidate parsed under HoldComplete,balanced_equation_candidate,Weights -> Abs[Eigenvectors[measurement]],Weights → Abs[Eigenvectors[measurement]
ID11117,Phone2 Category Type Theory quantumFisher Module,wolfram_needs_cleanup,wolfram_cleanup_fragment_carrier_verified,cleanup candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11117"", <|""canonical"" -> ""quantumFisher = Module["", ""rescueClass"" -> ""hard_fragment""|>]",quantumFisher = Module[
