queue_index,proposed_id,source_file,line_number,source_type,score,readiness,readiness_reason,domain_family,semantic_kind,semantic_context,duplicate_status,wolfram_status,candidate_equation,wolfram_form_hint,formation_method,formation_inputs,formation_note,source_tag
406,NEXT+0406,AntipodalEntanglementProtocol.txt,62,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,DerivedTensorProduct → ⊗^L_ℤ/2ℤ,^DerivedTensorProduct → ⊗^L_ℤ/2ℤ,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 62; staged only, not minted.",PHONE2
407,NEXT+0407,AntipodalEntanglementProtocol.txt,75,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"M = T*S^153599,","^M = T*S^153599,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 75; staged only, not minted.",PHONE2
408,NEXT+0408,AntipodalEntanglementProtocol.txt,79,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"G = Spin(153600) ⋊ ℤ/2ℤ,","^G = Spin(153600) ⋊ ℤ/2ℤ,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 79; staged only, not minted.",PHONE2
409,NEXT+0409,AntipodalEntanglementProtocol.txt,91,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"q ∈ S^153599,","^q ∈ S^153599,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 91; staged only, not minted.",PHONE2
410,NEXT+0410,AntipodalEntanglementProtocol.txt,92,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,p ∈ T_q*S^153599,^p ∈ T_q*S^153599,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 92; staged only, not minted.",PHONE2
411,NEXT+0411,AntipodalEntanglementProtocol.txt,96,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,M_reduced = μ^(-1)(0)/G,^M_reduced = mu^(-1)(0)/G,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 96; staged only, not minted.",PHONE2
412,NEXT+0412,AntipodalEntanglementProtocol.txt,102,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"π: μ^(-1)(0) → M_reduced,","^Pi: mu^(-1)(0) → M_reduced,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 102; staged only, not minted.",PHONE2
413,NEXT+0413,AntipodalEntanglementProtocol.txt,122,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"FirstChernClass → [ω_reduced]/(2π),","^FirstChernClass → [omega_reduced]/(2Pi),",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 122; staged only, not minted.",PHONE2
414,NEXT+0414,AntipodalEntanglementProtocol.txt,124,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,CurvatureForm → Ω = dθ = ω_reduced,^CurvatureForm → Ω = dtheta = omega_reduced,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 124; staged only, not minted.",PHONE2
415,NEXT+0415,AntipodalEntanglementProtocol.txt,155,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒮 = S_+^76799 × S_-^76799,","^𝒮 = S_+^76799 × S_-^76799,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 155; staged only, not minted.",PHONE2
416,NEXT+0416,AntipodalEntanglementProtocol.txt,182,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"∏_{t<τ_k≤T} (1 + W[X_{τ_k-}, ΔX_{τ_k}])","^∏_{t<τ_k<=T} (1 + W[X_{τ_k-}, ΔX_{τ_k}])",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 182; staged only, not minted.",PHONE2
417,NEXT+0417,AntipodalEntanglementProtocol.txt,189,line,3,review,weak equation signal,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"InitialCondition → δ_{x_0},","^InitialCondition → delta_{x_0},",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 189; staged only, not minted.",PHONE2
418,NEXT+0418,AntipodalEntanglementProtocol.txt,228,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"C^{p,q} = C^p(DAANSsphere; C^q(BlobSpace; ℤ/2ℤ)),","^C^{p,q} = C^p(DAANSsphere; C^q(BlobSpace; ℤ/2ℤ)),",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 228; staged only, not minted.",PHONE2
419,NEXT+0419,AntipodalEntanglementProtocol.txt,231,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"d_h: C^{p,q} → C^{p+1,q}, (* Horizontal: sphere cohomology *)","^d_h: C^{p,q} → C^{p+1,q}, (* Horizontal: sphere cohomology *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 231; staged only, not minted.",PHONE2
420,NEXT+0420,AntipodalEntanglementProtocol.txt,232,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"d_v: C^{p,q} → C^{p,q+1}, (* Vertical: blob cohomology *)","^d_v: C^{p,q} → C^{p,q+1}, (* Vertical: blob cohomology *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 232; staged only, not minted.",PHONE2
421,NEXT+0421,AntipodalEntanglementProtocol.txt,236,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"d_tot = d_h + (-1)^p d_v,","^d_tot = d_h + (-1)^p d_v,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 236; staged only, not minted.",PHONE2
422,NEXT+0422,AntipodalEntanglementProtocol.txt,253,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"F^p H^n = Im[H^n(⊕_{i≥p} C^{i,n-i}) → H^n(Tot(C))]","^F^p H^n = Im[H^n(⊕_{i>=p} C^{i,n-i}) → H^n(Tot(C))]",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 253; staged only, not minted.",PHONE2
423,NEXT+0423,AntipodalEntanglementProtocol.txt,262,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"Fiber → S_+^{76799} ×_{ℤ/2ℤ} S_-^{76799},","^Fiber → S_+^{76799} ×_{ℤ/2ℤ} S_-^{76799},",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 262; staged only, not minted.",PHONE2
424,NEXT+0424,AntipodalEntanglementProtocol.txt,263,line,3,review,needs human equation boundary check,quantum_entanglement,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,StructureGroup → Spin(153600) ⋊ ℤ/2ℤ,^StructureGroup → Spin(153600) ⋊ ℤ/2ℤ,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 263; staged only, not minted.",PHONE2
425,NEXT+0425,AntipodalEntanglementProtocol.txt,296,line,3,review,needs human equation boundary check,category_type_theory,Monad,(* Monad Laws Verification *),new_or_nonexact,file_has_parse_clean_wolfram,"Cob_{d,d+1} = Category[","^Cob_{d,d+1} = Category[",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 296; staged only, not minted.",PHONE2
426,NEXT+0426,AntipodalEntanglementProtocol.txt,302,line,3,review,weak equation signal,quantum_entanglement,Functor,(* TQFT Functor *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒵: Cob_{2,3} → Vect_ℂ,","^𝒵: Cob_{2,3} → Vect_ℂ,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 302; staged only, not minted.",PHONE2
427,NEXT+0427,AntipodalEntanglementProtocol.txt,305,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* TQFT Functor *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒵[M_1 ⊔ M_2] = 𝒵[M_1] ⊗ 𝒵[M_2], (* Monoidal *)","^𝒵[M_1 ⊔ M_2] = 𝒵[M_1] ⊗ 𝒵[M_2], (* Monoidal *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 305; staged only, not minted.",PHONE2
428,NEXT+0428,AntipodalEntanglementProtocol.txt,306,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* TQFT Functor *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒵[W_1 ∪_M W_2] = 𝒵[W_2] ∘ 𝒵[W_1], (* Composition *)","^𝒵[W_1 ∪_M W_2] = 𝒵[W_2] ∘ 𝒵[W_1], (* Composition *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 306; staged only, not minted.",PHONE2
429,NEXT+0429,AntipodalEntanglementProtocol.txt,307,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* TQFT Functor *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒵[M × [0,1]] = Id_{𝒵[M]}, (* Identity *)","^𝒵[M × [0,1]] = Id_{𝒵[M]}, (* Identity *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 307; staged only, not minted.",PHONE2
430,NEXT+0430,AntipodalEntanglementProtocol.txt,321,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"WRT[M^3, k] = Module[","^WRT[M^3, k] = Module[",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 321; staged only, not minted.",PHONE2
431,NEXT+0431,AntipodalEntanglementProtocol.txt,325,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"M^3 = S^3 \ N(L) ∪_φ (S^1 × D^2), (* Surgery *)","^M^3 = S^3  N(L) ∪_phi (S^1 × D^2), (* Surgery *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 325; staged only, not minted.",PHONE2
432,NEXT+0432,AntipodalEntanglementProtocol.txt,328,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"𝒰_q(sl_2) /. q = Exp[2πi/(k+2)],","^𝒰_q(sl_2) /. q = Exp[2Pii/(k+2)],",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 328; staged only, not minted.",PHONE2
433,NEXT+0433,AntipodalEntanglementProtocol.txt,334,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"J_L[V_1,...,V_n; q] = Tr_{V_1⊗...⊗V_n}[","^J_L[V_1,...,V_n; q] = Tr_{V_1⊗...⊗V_n}[",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 334; staged only, not minted.",PHONE2
434,NEXT+0434,AntipodalEntanglementProtocol.txt,340,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"Z[M^3] = τ^{-σ(L)} Δ^{b_1(M)} J_L[ℂ^2,...,ℂ^2; q] /. {","^Z[M^3] = τ^{-σ(L)} Δ^{b_1(M)} J_L[ℂ^2,...,ℂ^2; q] /. {",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 340; staged only, not minted.",PHONE2
435,NEXT+0435,AntipodalEntanglementProtocol.txt,342,line,3,review,needs human equation boundary check,quantum_entanglement,Invariant,(* Witten-Reshetikhin-Turaev Invariant *),new_or_nonexact,file_has_parse_clean_wolfram,"Δ = √((k+2)/2) sin[π/(k+2)],","^Δ = √((k+2)/2) sin[Pi/(k+2)],",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 342; staged only, not minted.",PHONE2
436,NEXT+0436,AntipodalEntanglementProtocol.txt,372,line,3,review,weak equation signal,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,point: Fin(153600) → EntangledSphere,^point: Fin(153600) → EntangledSphere,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 372; staged only, not minted.",PHONE2
437,NEXT+0437,AntipodalEntanglementProtocol.txt,377,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"meridian: ∏_{i:Fin(76800)} north =_{ES} point(i),","^meridian: ∏_{i:Fin(76800)} north =_{ES} point(i),",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 377; staged only, not minted.",PHONE2
438,NEXT+0438,AntipodalEntanglementProtocol.txt,378,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"antipode: ∏_{i:Fin(76800)} point(i) =_{ES} point(153601-i),","^antipode: ∏_{i:Fin(76800)} point(i) =_{ES} point(153601-i),",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 378; staged only, not minted.",PHONE2
439,NEXT+0439,AntipodalEntanglementProtocol.txt,398,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"π_1[EntangledSphere, base] = Module[","^Pi_1[EntangledSphere, base] = Module[",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 398; staged only, not minted.",PHONE2
440,NEXT+0440,AntipodalEntanglementProtocol.txt,407,line,3,review,weak equation signal,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"Elements → ‖loops‖_0,","^Elements → ‖loops‖_0,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 407; staged only, not minted.",PHONE2
441,NEXT+0441,AntipodalEntanglementProtocol.txt,419,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"I = IntervalType[0,1],","^I = IntervalType[0,1],",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 419; staged only, not minted.",PHONE2
442,NEXT+0442,AntipodalEntanglementProtocol.txt,425,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"KanFilling[n-cube with (n-1)-face missing] → n-cube,","^KanFilling[n-cube with (n-1)-face missing] → n-cube,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 425; staged only, not minted.",PHONE2
443,NEXT+0443,AntipodalEntanglementProtocol.txt,456,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"n = 153600, (* Sphere points *)","^n = 153600, (* Sphere points *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 456; staged only, not minted.",PHONE2
444,NEXT+0444,AntipodalEntanglementProtocol.txt,462,line,3,review,needs human equation boundary check,quantum_entanglement,Axiom,(* Univalence Axiom *),new_or_nonexact,file_has_parse_clean_wolfram,"3SUM = ThreeSumConjecture,","^3SUM = ThreeSumConjecture,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 462; staged only, not minted.",PHONE2
445,NEXT+0445,AntipodalEntanglementProtocol.txt,478,line,3,review,weak equation signal,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"Step1 → ""Generate Fibonacci points: O(n)"",","^Step1 → ""Generate Fibonacci points: O(n)"",",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 478; staged only, not minted.",PHONE2
446,NEXT+0446,AntipodalEntanglementProtocol.txt,479,line,3,review,weak equation signal,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"Step2 → ""Compute antipodes: O(n)"",","^Step2 → ""Compute antipodes: O(n)"",",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 479; staged only, not minted.",PHONE2
447,NEXT+0447,AntipodalEntanglementProtocol.txt,480,line,3,review,weak equation signal,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"Step3 → ""Build hash table: O(n)"",","^Step3 → ""Build hash table: O(n)"",",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 480; staged only, not minted.",PHONE2
448,NEXT+0448,AntipodalEntanglementProtocol.txt,481,line,3,review,weak equation signal,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"Step4 → ""Initialize bit vectors: O(n)""","^Step4 → ""Initialize bit vectors: O(n)""",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 481; staged only, not minted.",PHONE2
449,NEXT+0449,AntipodalEntanglementProtocol.txt,491,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"PointLocation → O(1), (* Hash table *)","^PointLocation → O(1), (* Hash table *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 491; staged only, not minted.",PHONE2
450,NEXT+0450,AntipodalEntanglementProtocol.txt,492,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"AntipodalLookup → O(1), (* Direct calculation *)","^AntipodalLookup → O(1), (* Direct calculation *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 492; staged only, not minted.",PHONE2
451,NEXT+0451,AntipodalEntanglementProtocol.txt,493,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"EntanglementCheck → O(1), (* XOR operation *)","^EntanglementCheck → O(1), (* XOR operation *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 493; staged only, not minted.",PHONE2
452,NEXT+0452,AntipodalEntanglementProtocol.txt,502,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,"Proof → Module[{},",new_or_nonexact,file_has_parse_clean_wolfram,"Bob has y ∈ {0,1}^{76800},","^Bob has y ∈ {0,1}^{76800},",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 502; staged only, not minted.",PHONE2
453,NEXT+0453,AntipodalEntanglementProtocol.txt,547,line,3,review,weak equation signal,quantum_entanglement,SemanticNote,Proof → PebbleGameReduction[,new_or_nonexact,file_has_parse_clean_wolfram,Step2 → ParallelReduce[,^Step2 → ParallelReduce[,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 547; staged only, not minted.",PHONE2
454,NEXT+0454,AntipodalEntanglementProtocol.txt,583,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,Proof → PebbleGameReduction[,new_or_nonexact,file_has_parse_clean_wolfram,"""3SUM-Hard"" → Prove[","^""3SUM-Hard"" → Prove[",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 583; staged only, not minted.",PHONE2
455,NEXT+0455,AntipodalEntanglementProtocol.txt,584,line,3,review,needs human equation boundary check,quantum_entanglement,SemanticNote,Proof → PebbleGameReduction[,new_or_nonexact,file_has_parse_clean_wolfram,3SUM ≤_p FindTripleEntanglement,^3SUM <=_p FindTripleEntanglement,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 584; staged only, not minted.",PHONE2
456,NEXT+0456,AntipodalEntanglementProtocol.txt,612,line,3,review,needs human equation boundary check,quantum_entanglement,Definition,Definition Sphere (n : nat) :=,new_or_nonexact,file_has_parse_clean_wolfram,{ x : Vector R (S n) | dot_product x x = 1 }.,^{ x : Vector R (S n) | dot_product x x = 1 }.,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 612; staged only, not minted.",PHONE2
457,NEXT+0457,AntipodalEntanglementProtocol.txt,622,line,3,review,needs human equation boundary check,quantum_entanglement,Definition,Definition antipode {n : nat} (x : Sphere n) : Sphere n :=,new_or_nonexact,file_has_parse_clean_wolfram,Inductive Entangled : Sphere 153599 -> Sphere 153599 -> Prop :=,^Inductive Entangled : Sphere 153599 -> Sphere 153599 -> Prop :=,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 622; staged only, not minted.",PHONE2
458,NEXT+0458,AntipodalEntanglementProtocol.txt,625,line,3,review,needs human equation boundary check,quantum_entanglement,Definition,Definition antipode {n : nat} (x : Sphere n) : Sphere n :=,new_or_nonexact,file_has_parse_clean_wolfram,let y := sphere_point (153601 - i) in,^let y := sphere_point (153601 - i) in,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 625; staged only, not minted.",PHONE2
459,NEXT+0459,AntipodalEntanglementProtocol.txt,656,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,computational_cost (find_entangled_partner x) <= O(1).,^computational_cost (find_entangled_partner x) <= O(1).,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 656; staged only, not minted.",PHONE2
460,NEXT+0460,AntipodalEntanglementProtocol.txt,676,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"VectorWidth = 512/8, (* 64 bytes *)","^VectorWidth = 512/8, (* 64 bytes *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 676; staged only, not minted.",PHONE2
461,NEXT+0461,AntipodalEntanglementProtocol.txt,677,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"VectorRegisters = 32,","^VectorRegisters = 32,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 677; staged only, not minted.",PHONE2
462,NEXT+0462,AntipodalEntanglementProtocol.txt,681,line,3,review,weak equation signal,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"SpherePoints → AlignedArray[Float64, n, 64],","^SpherePoints → AlignedArray[Float64, n, 64],",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 681; staged only, not minted.",PHONE2
463,NEXT+0463,AntipodalEntanglementProtocol.txt,682,line,3,review,weak equation signal,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"AntipodalIndices → AlignedArray[Int32, n, 64],","^AntipodalIndices → AlignedArray[Int32, n, 64],",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 682; staged only, not minted.",PHONE2
464,NEXT+0464,AntipodalEntanglementProtocol.txt,691,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,ymm0 = _mm512_load_pd[points];,^ymm0 = _mm512_load_pd[points];,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 691; staged only, not minted.",PHONE2
465,NEXT+0465,AntipodalEntanglementProtocol.txt,692,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,ymm1 = _mm512_load_pd[points + 8];,^ymm1 = _mm512_load_pd[points + 8];,Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 692; staged only, not minted.",PHONE2
466,NEXT+0466,AntipodalEntanglementProtocol.txt,695,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"distances = _mm512_euclidean_pd[ymm0, ymm1];","^distances = _mm512_euclidean_pd[ymm0, ymm1];",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 695; staged only, not minted.",PHONE2
467,NEXT+0467,AntipodalEntanglementProtocol.txt,698,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"mask = _mm512_cmp_pd_mask[distances, threshold, _CMP_LT_OQ];","^mask = _mm512_cmp_pd_mask[distances, threshold, _CMP_LT_OQ];",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 698; staged only, not minted.",PHONE2
468,NEXT+0468,AntipodalEntanglementProtocol.txt,705,line,3,review,weak equation signal,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"""OptimizationLevel"" → 3,","^""OptimizationLevel"" → 3,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 705; staged only, not minted.",PHONE2
469,NEXT+0469,AntipodalEntanglementProtocol.txt,707,line,3,review,weak equation signal,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"""Unroll"" → 4","^""Unroll"" → 4",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 707; staged only, not minted.",PHONE2
470,NEXT+0470,AntipodalEntanglementProtocol.txt,714,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"ChunkSize → CacheLineSize * 16,","^ChunkSize → CacheLineSize * 16,",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 714; staged only, not minted.",PHONE2
